dt,dt_iso,temp,visibility,feels_like,pressure,humidity,wind_speed,clouds_all,weather_id,weather_main,weather_description
1514764800,2018-01-01 00:00:00 +0000 UTC,-10.64,10000,-17.64,1027,46,9.8,0,800,Clear,sky is clear
1514768400,2018-01-01 01:00:00 +0000 UTC,-10.85,10000,-17.85,1027,46,9.3,0,800,Clear,sky is clear
1514772000,2018-01-01 02:00:00 +0000 UTC,-11.55,10000,-18.55,1028,49,7.2,0,800,Clear,sky is clear
1514775600,2018-01-01 03:00:00 +0000 UTC,-11.86,10000,-18.86,1027,50,8.23,0,800,Clear,sky is clear
1514779200,2018-01-01 04:00:00 +0000 UTC,-12.03,10000,-19.03,1028,53,7.72,0,800,Clear,sky is clear
1514782800,2018-01-01 05:00:00 +0000 UTC,-12.25,10000,-19.25,1027,56,7.2,0,800,Clear,sky is clear
1514786400,2018-01-01 06:00:00 +0000 UTC,-12.58,10000,-19.58,1028,56,7.72,0,800,Clear,sky is clear
1514790000,2018-01-01 07:00:00 +0000 UTC,-12.34,10000,-19.34,1028,59,7.72,0,800,Clear,sky is clear
1514793600,2018-01-01 08:00:00 +0000 UTC,-12.9,10000,-19.9,1028,57,7.2,0,800,Clear,sky is clear
1514797200,2018-01-01 09:00:00 +0000 UTC,-13.08,10000,-20.08,1028,54,7.7,0,800,Clear,sky is clear
1514800800,2018-01-01 10:00:00 +0000 UTC,-13.06,10000,-20.06,1028,54,7.72,0,800,Clear,sky is clear
1514804400,2018-01-01 11:00:00 +0000 UTC,-13.67,10000,-20.67,1029,57,6.7,0,800,Clear,sky is clear
1514808000,2018-01-01 12:00:00 +0000 UTC,-13.73,10000,-20.73,1029,57,8.8,0,800,Clear,sky is clear
1514811600,2018-01-01 13:00:00 +0000 UTC,-13.6,10000,-20.6,1029,60,8.8,0,800,Clear,sky is clear
1514815200,2018-01-01 14:00:00 +0000 UTC,-13.06,10000,-20.06,1030,60,9.8,0,800,Clear,sky is clear
1514818800,2018-01-01 15:00:00 +0000 UTC,-12.07,10000,-19.07,1030,55,9.8,0,800,Clear,sky is clear
1514822400,2018-01-01 16:00:00 +0000 UTC,-10.68,10000,-17.68,1029,49,9.3,0,800,Clear,sky is clear
1514826000,2018-01-01 17:00:00 +0000 UTC,-9.97,10000,-16.97,1029,45,8.8,0,800,Clear,sky is clear
1514829600,2018-01-01 18:00:00 +0000 UTC,-8.65,10000,-15.65,1028,40,8.23,0,800,Clear,sky is clear
1514833200,2018-01-01 19:00:00 +0000 UTC,-7.89,10000,-14.89,1028,36,9.8,0,800,Clear,sky is clear
1514836800,2018-01-01 20:00:00 +0000 UTC,-7.33,10000,-14.33,1028,35,8.8,0,800,Clear,sky is clear
1514840400,2018-01-01 21:00:00 +0000 UTC,-7.15,10000,-14.15,1028,34,7.7,0,800,Clear,sky is clear
1514844000,2018-01-01 22:00:00 +0000 UTC,-7.46,10000,-14.46,1028,34,7.72,0,800,Clear,sky is clear
1514847600,2018-01-01 23:00:00 +0000 UTC,-7.38,10000,-14.38,1028,34,6.7,0,800,Clear,sky is clear
1514851200,2018-01-02 00:00:00 +0000 UTC,-7.67,10000,-14.67,1029,38,6.7,0,800,Clear,sky is clear
1514854800,2018-01-02 01:00:00 +0000 UTC,-7.47,10000,-14.47,1029,38,6.2,0,800,Clear,sky is clear
1514858400,2018-01-02 02:00:00 +0000 UTC,-7.52,10000,-14.52,1029,50,7.7,0,800,Clear,sky is clear
1514862000,2018-01-02 03:00:00 +0000 UTC,-7.56,10000,-14.56,1029,53,8.8,0,800,Clear,sky is clear
1514865600,2018-01-02 04:00:00 +0000 UTC,-8.25,10000,-15.25,1029,59,9.3,0,800,Clear,sky is clear
1514869200,2018-01-02 05:00:00 +0000 UTC,-8.59,10000,-15.59,1028,60,7.2,0,800,Clear,sky is clear
1514872800,2018-01-02 06:00:00 +0000 UTC,-8.87,10000,-15.87,1028,59,8.2,0,800,Clear,sky is clear
1514876400,2018-01-02 07:00:00 +0000 UTC,-8.67,10000,-15.67,1029,57,10.8,0,800,Clear,sky is clear
1514880000,2018-01-02 08:00:00 +0000 UTC,-9.13,10000,-16.13,1029,59,10.3,0,800,Clear,sky is clear
1514883600,2018-01-02 09:00:00 +0000 UTC,-9.27,10000,-16.27,1029,60,11.3,0,800,Clear,sky is clear
1514887200,2018-01-02 10:00:00 +0000 UTC,-9.43,10000,-16.43,1029,64,10.8,0,800,Clear,sky is clear
1514890800,2018-01-02 11:00:00 +0000 UTC,-10.09,10000,-17.09,1030,60,10.3,0,800,Clear,sky is clear
1514894400,2018-01-02 12:00:00 +0000 UTC,-9.98,10000,-16.98,1031,59,9.3,75,803,Clouds,broken clouds
1514898000,2018-01-02 13:00:00 +0000 UTC,-9.86,10000,-16.86,1031,60,9.3,0,800,Clear,sky is clear
1514901600,2018-01-02 14:00:00 +0000 UTC,-9.19,10000,-16.19,1031,56,8.2,0,800,Clear,sky is clear
1514905200,2018-01-02 15:00:00 +0000 UTC,-8.66,10000,-15.66,1031,55,8.23,0,800,Clear,sky is clear
1514908800,2018-01-02 16:00:00 +0000 UTC,-6.88,10000,-13.88,1031,56,7.7,0,800,Clear,sky is clear
1514912400,2018-01-02 17:00:00 +0000 UTC,-6.04,10000,-13.04,1029,49,7.7,0,800,Clear,sky is clear
1514916000,2018-01-02 18:00:00 +0000 UTC,-4.1,10000,-11.1,1029,49,8.2,0,800,Clear,sky is clear
1514919600,2018-01-02 19:00:00 +0000 UTC,-4.02,10000,-11.02,1028,44,9.3,0,800,Clear,sky is clear
1514923200,2018-01-02 20:00:00 +0000 UTC,-3.66,10000,-10.66,1028,41,7.2,0,800,Clear,sky is clear
1514926800,2018-01-02 21:00:00 +0000 UTC,-3.57,10000,-10.57,1027,45,9.8,0,800,Clear,sky is clear
1514930400,2018-01-02 22:00:00 +0000 UTC,-3.6,10000,-10.6,1027,51,9.3,0,800,Clear,sky is clear
1514934000,2018-01-02 23:00:00 +0000 UTC,-4.01,10000,-11.01,1028,52,9.3,0,800,Clear,sky is clear
1514937600,2018-01-03 00:00:00 +0000 UTC,-4.63,10000,-11.63,1028,54,9.3,0,800,Clear,sky is clear
1514941200,2018-01-03 01:00:00 +0000 UTC,-5.35,10000,-12.35,1028,55,10.3,0,800,Clear,sky is clear
1514944800,2018-01-03 02:00:00 +0000 UTC,-6.03,10000,-13.03,1028,56,9.3,0,800,Clear,sky is clear
1514948400,2018-01-03 03:00:00 +0000 UTC,-6.29,10000,-13.29,1028,54,7.7,0,800,Clear,sky is clear
1514952000,2018-01-03 04:00:00 +0000 UTC,-6.47,10000,-13.47,1028,51,8.8,0,800,Clear,sky is clear
1514955600,2018-01-03 05:00:00 +0000 UTC,-6.71,10000,-13.71,1028,53,7.2,0,800,Clear,sky is clear
1514959200,2018-01-03 06:00:00 +0000 UTC,-6.84,10000,-13.84,1028,54,7.2,0,800,Clear,sky is clear
1514962800,2018-01-03 07:00:00 +0000 UTC,-7.15,10000,-14.15,1028,54,7.7,0,800,Clear,sky is clear
1514966400,2018-01-03 08:00:00 +0000 UTC,-7.47,10000,-14.47,1028,52,8.2,0,800,Clear,sky is clear
1514970000,2018-01-03 09:00:00 +0000 UTC,-8,10000,-15,1028,55,5.7,0,800,Clear,sky is clear
1514973600,2018-01-03 10:00:00 +0000 UTC,-8.07,10000,-15.07,1027,52,5.14,0,800,Clear,sky is clear
1514977200,2018-01-03 11:00:00 +0000 UTC,-8.13,10000,-14.38,1027,51,4.12,0,800,Clear,sky is clear
1514980800,2018-01-03 12:00:00 +0000 UTC,-7.96,10000,-14.15,1028,54,4.1,0,800,Clear,sky is clear
1514984400,2018-01-03 13:00:00 +0000 UTC,-7.44,10000,-13.94,1028,55,4.63,0,800,Clear,sky is clear
1514988000,2018-01-03 14:00:00 +0000 UTC,-7.84,10000,-14,1028,44,4.1,0,800,Clear,sky is clear
1514991600,2018-01-03 15:00:00 +0000 UTC,-6.49,10000,-10.17,1028,48,2.1,0,601,Snow,snow
1514995200,2018-01-03 16:00:00 +0000 UTC,-5.77,10000,-10.54,1027,46,3.1,0,600,Snow,light snow
1514998800,2018-01-03 17:00:00 +0000 UTC,-3.62,10000,-6.81,1026,40,2.1,0,600,Snow,light snow
1515002400,2018-01-03 18:00:00 +0000 UTC,-3.16,10000,-6.88,1025,37,2.6,0,600,Snow,light snow
1515006000,2018-01-03 19:00:00 +0000 UTC,-1.99,10000,-4.9,1024,28,2.1,0,800,Clear,sky is clear
1515009600,2018-01-03 20:00:00 +0000 UTC,-2.15,10000,-6.18,1023,31,3.1,0,800,Clear,sky is clear
1515013200,2018-01-03 21:00:00 +0000 UTC,-1.86,10000,-6.26,1022,30,3.6,0,800,Clear,sky is clear
1515016800,2018-01-03 22:00:00 +0000 UTC,-2.07,10000,-6.51,1023,40,3.6,0,601,Snow,snow
1515020400,2018-01-03 23:00:00 +0000 UTC,-2.18,10000,-6.65,1022,45,3.6,0,600,Snow,light snow
1515024000,2018-01-04 00:00:00 +0000 UTC,-2.05,10000,-6.88,1022,50,4.1,0,800,Clear,sky is clear
1515027600,2018-01-04 01:00:00 +0000 UTC,-1.56,10000,-5.89,1021,48,3.6,0,800,Clear,sky is clear
1515031200,2018-01-04 02:00:00 +0000 UTC,-1.33,10000,-5.99,1021,55,4.1,40,802,Clouds,scattered clouds
1515034800,2018-01-04 03:00:00 +0000 UTC,-1.32,10000,-5.98,1019,56,4.1,0,800,Clear,sky is clear
1515038400,2018-01-04 04:00:00 +0000 UTC,-0.62,10000,-6.34,1018,58,6.2,0,800,Clear,sky is clear
1515042000,2018-01-04 05:00:00 +0000 UTC,-1.1,10000,-6.95,1016,55,6.2,100,600,Snow,light snow
1515045600,2018-01-04 06:00:00 +0000 UTC,-1.03,10000,-7.1,1014,48,6.7,100,600,Snow,light snow
1515049200,2018-01-04 07:00:00 +0000 UTC,-2.14,10000,-9.14,1013,49,9.3,100,600,Snow,light snow
1515052800,2018-01-04 08:00:00 +0000 UTC,-1.7,10000,-8.7,1010,39,9.8,100,600,Snow,light snow
1515056400,2018-01-04 09:00:00 +0000 UTC,-2.03,10000,-9.03,1008,41,10.8,100,601,Snow,snow
1515060000,2018-01-04 10:00:00 +0000 UTC,-2.39,10000,-9.39,1005,55,12.9,100,601,Snow,snow
1515063600,2018-01-04 11:00:00 +0000 UTC,-4.38,1207,-11.38,1003,79,12.4,100,600,Snow,light snow
1515067200,2018-01-04 12:00:00 +0000 UTC,-4.01,4023,-11.01,1001,85,12.4,100,601,Snow,snow
1515067200,2018-01-04 12:00:00 +0000 UTC,-4.01,4023,-11.01,1001,85,12.4,100,741,Fog,fog
1515070800,2018-01-04 13:00:00 +0000 UTC,-4.44,805,-11.44,1000,83,17,100,601,Snow,snow
1515070800,2018-01-04 13:00:00 +0000 UTC,-4.44,805,-11.44,1000,83,17,100,741,Fog,fog
1515074400,2018-01-04 14:00:00 +0000 UTC,-5.28,402,-12.28,999,90,14.4,100,601,Snow,snow
1515074400,2018-01-04 14:00:00 +0000 UTC,-5.28,402,-12.28,999,90,14.4,100,741,Fog,fog
1515078000,2018-01-04 15:00:00 +0000 UTC,-5.14,402,-12.14,997,92,16.5,100,601,Snow,snow
1515078000,2018-01-04 15:00:00 +0000 UTC,-5.14,402,-12.14,997,92,16.5,100,741,Fog,fog
1515081600,2018-01-04 16:00:00 +0000 UTC,-4.77,402,-11.77,995,91,15.4,100,601,Snow,snow
1515081600,2018-01-04 16:00:00 +0000 UTC,-4.77,402,-11.77,995,91,15.4,100,741,Fog,fog
1515085200,2018-01-04 17:00:00 +0000 UTC,-4.85,,-11.85,993,92,13.4,100,602,Snow,heavy snow
1515085200,2018-01-04 17:00:00 +0000 UTC,-4.85,,-11.85,993,92,13.4,100,741,Fog,fog
1515088800,2018-01-04 18:00:00 +0000 UTC,-4.22,1207,-11.22,992,89,16,100,741,Fog,fog
1515088800,2018-01-04 18:00:00 +0000 UTC,-4.22,1207,-11.22,992,89,16,100,601,Snow,snow
1515092400,2018-01-04 19:00:00 +0000 UTC,-5.05,,-12.05,992,87,12.4,100,601,Snow,snow
1515092400,2018-01-04 19:00:00 +0000 UTC,-5.05,,-12.05,992,87,12.4,100,741,Fog,fog
1515096000,2018-01-04 20:00:00 +0000 UTC,-4.56,2816,-11.56,992,89,12.9,100,600,Snow,light snow
1515096000,2018-01-04 20:00:00 +0000 UTC,-4.56,2816,-11.56,992,89,12.9,100,741,Fog,fog
1515099600,2018-01-04 21:00:00 +0000 UTC,-3.89,2414,-10.89,992,80,14.9,100,600,Snow,light snow
1515099600,2018-01-04 21:00:00 +0000 UTC,-3.89,2414,-10.89,992,80,14.9,100,721,Haze,haze
1515103200,2018-01-04 22:00:00 +0000 UTC,-3.39,9656,-10.39,993,76,14.92,100,600,Snow,light snow
1515106800,2018-01-04 23:00:00 +0000 UTC,-3.15,10000,-10.15,994,69,13.4,100,600,Snow,light snow
1515110400,2018-01-05 00:00:00 +0000 UTC,-3.58,10000,-10.58,996,65,14.4,100,804,Clouds,overcast clouds
1515114000,2018-01-05 01:00:00 +0000 UTC,-4.16,10000,-11.16,998,64,14.4,20,801,Clouds,few clouds
1515117600,2018-01-05 02:00:00 +0000 UTC,-4.8,10000,-11.8,999,61,13.9,75,803,Clouds,broken clouds
1515121200,2018-01-05 03:00:00 +0000 UTC,-5.25,10000,-12.25,1000,59,15.4,100,804,Clouds,overcast clouds
1515124800,2018-01-05 04:00:00 +0000 UTC,-5.89,10000,-12.89,1000,59,13.9,100,804,Clouds,overcast clouds
1515128400,2018-01-05 05:00:00 +0000 UTC,-6.63,10000,-13.63,1001,62,18,100,804,Clouds,overcast clouds
1515132000,2018-01-05 06:00:00 +0000 UTC,-7.65,10000,-14.65,1002,61,18,0,800,Clear,sky is clear
1515135600,2018-01-05 07:00:00 +0000 UTC,-8.58,10000,-15.58,1003,61,13.9,0,800,Clear,sky is clear
1515139200,2018-01-05 08:00:00 +0000 UTC,-9.24,10000,-16.24,1004,61,14.9,0,800,Clear,sky is clear
1515142800,2018-01-05 09:00:00 +0000 UTC,-9.78,10000,-16.78,1004,58,14.4,0,800,Clear,sky is clear
1515146400,2018-01-05 10:00:00 +0000 UTC,-10.55,10000,-17.55,1006,58,12.4,0,800,Clear,sky is clear
1515150000,2018-01-05 11:00:00 +0000 UTC,-10.86,10000,-17.86,1007,59,13.4,0,800,Clear,sky is clear
1515153600,2018-01-05 12:00:00 +0000 UTC,-11.51,10000,-18.51,1008,58,13.4,0,800,Clear,sky is clear
1515157200,2018-01-05 13:00:00 +0000 UTC,-11.67,10000,-18.67,1009,59,14.4,0,800,Clear,sky is clear
1515160800,2018-01-05 14:00:00 +0000 UTC,-11.93,10000,-18.93,1010,50,15.4,0,800,Clear,sky is clear
1515164400,2018-01-05 15:00:00 +0000 UTC,-11.28,10000,-18.28,1010,47,14.9,0,800,Clear,sky is clear
1515168000,2018-01-05 16:00:00 +0000 UTC,-10.59,10000,-17.59,1011,42,14.9,0,800,Clear,sky is clear
1515171600,2018-01-05 17:00:00 +0000 UTC,-9.81,10000,-16.81,1011,40,11.83,0,800,Clear,sky is clear
1515175200,2018-01-05 18:00:00 +0000 UTC,-9.41,10000,-16.41,1011,39,15.4,0,800,Clear,sky is clear
1515178800,2018-01-05 19:00:00 +0000 UTC,-8.78,10000,-15.78,1011,35,15.4,20,801,Clouds,few clouds
1515182400,2018-01-05 20:00:00 +0000 UTC,-8.57,10000,-15.57,1012,35,16,0,800,Clear,sky is clear
1515186000,2018-01-05 21:00:00 +0000 UTC,-8.16,10000,-15.16,1012,34,13.9,0,800,Clear,sky is clear
1515189600,2018-01-05 22:00:00 +0000 UTC,-8.55,10000,-15.55,1013,35,11.8,0,800,Clear,sky is clear
1515193200,2018-01-05 23:00:00 +0000 UTC,-8.82,10000,-15.82,1014,42,11.32,0,800,Clear,sky is clear
1515196800,2018-01-06 00:00:00 +0000 UTC,-9.1,10000,-16.1,1015,42,11.32,0,800,Clear,sky is clear
1515200400,2018-01-06 01:00:00 +0000 UTC,-9.52,10000,-16.52,1016,43,16.5,0,800,Clear,sky is clear
1515204000,2018-01-06 02:00:00 +0000 UTC,-10.31,10000,-17.31,1017,45,11.83,0,800,Clear,sky is clear
1515207600,2018-01-06 03:00:00 +0000 UTC,-10.63,10000,-17.63,1017,48,16.5,0,800,Clear,sky is clear
1515211200,2018-01-06 04:00:00 +0000 UTC,-10.92,10000,-17.92,1018,48,11.8,0,800,Clear,sky is clear
1515214800,2018-01-06 05:00:00 +0000 UTC,-11.37,10000,-18.37,1019,49,11.8,0,800,Clear,sky is clear
1515218400,2018-01-06 06:00:00 +0000 UTC,-11.25,10000,-18.25,1019,51,12.9,0,800,Clear,sky is clear
1515222000,2018-01-06 07:00:00 +0000 UTC,-11.53,10000,-18.53,1020,49,9.8,0,800,Clear,sky is clear
1515225600,2018-01-06 08:00:00 +0000 UTC,-11.8,10000,-18.8,1020,49,12.9,0,800,Clear,sky is clear
1515229200,2018-01-06 09:00:00 +0000 UTC,-11.85,10000,-18.85,1020,49,12.4,0,800,Clear,sky is clear
1515232800,2018-01-06 10:00:00 +0000 UTC,-11.93,10000,-18.93,1021,51,10.3,0,800,Clear,sky is clear
1515236400,2018-01-06 11:00:00 +0000 UTC,-12.29,10000,-19.29,1022,56,11.8,0,800,Clear,sky is clear
1515240000,2018-01-06 12:00:00 +0000 UTC,-12.74,10000,-19.74,1022,58,8.23,0,800,Clear,sky is clear
1515243600,2018-01-06 13:00:00 +0000 UTC,-12.46,10000,-19.46,1023,56,11.3,0,800,Clear,sky is clear
1515247200,2018-01-06 14:00:00 +0000 UTC,-12.33,10000,-19.33,1024,50,10.8,20,801,Clouds,few clouds
1515250800,2018-01-06 15:00:00 +0000 UTC,-12.05,10000,-19.05,1024,46,13.4,0,800,Clear,sky is clear
1515254400,2018-01-06 16:00:00 +0000 UTC,-11.65,10000,-18.65,1024,37,11.8,0,800,Clear,sky is clear
1515258000,2018-01-06 17:00:00 +0000 UTC,-11.24,10000,-18.24,1024,34,10.8,0,800,Clear,sky is clear
1515261600,2018-01-06 18:00:00 +0000 UTC,-10.6,10000,-17.6,1023,33,12.9,0,800,Clear,sky is clear
1515265200,2018-01-06 19:00:00 +0000 UTC,-10.4,10000,-17.4,1024,34,12.9,0,800,Clear,sky is clear
1515268800,2018-01-06 20:00:00 +0000 UTC,-10.15,10000,-17.15,1024,33,11.8,0,800,Clear,sky is clear
1515272400,2018-01-06 21:00:00 +0000 UTC,-10.44,10000,-17.44,1025,36,14.4,0,800,Clear,sky is clear
1515276000,2018-01-06 22:00:00 +0000 UTC,-10.94,10000,-17.94,1026,37,11.83,0,800,Clear,sky is clear
1515279600,2018-01-06 23:00:00 +0000 UTC,-11.01,10000,-18.01,1027,43,9.8,0,800,Clear,sky is clear
1515283200,2018-01-07 00:00:00 +0000 UTC,-11.55,10000,-18.55,1029,42,11.3,0,800,Clear,sky is clear
1515286800,2018-01-07 01:00:00 +0000 UTC,-12.12,10000,-19.12,1029,43,10.8,0,800,Clear,sky is clear
1515290400,2018-01-07 02:00:00 +0000 UTC,-12.58,10000,-19.58,1030,47,8.8,0,800,Clear,sky is clear
1515294000,2018-01-07 03:00:00 +0000 UTC,-12.76,10000,-19.76,1031,47,8.8,0,800,Clear,sky is clear
1515297600,2018-01-07 04:00:00 +0000 UTC,-13.28,10000,-20.28,1031,53,10.3,0,800,Clear,sky is clear
1515301200,2018-01-07 05:00:00 +0000 UTC,-13.39,10000,-20.39,1031,53,8.2,0,800,Clear,sky is clear
1515304800,2018-01-07 06:00:00 +0000 UTC,-13.45,10000,-20.45,1032,55,9.3,0,800,Clear,sky is clear
1515308400,2018-01-07 07:00:00 +0000 UTC,-13.56,10000,-20.56,1032,57,8.8,0,800,Clear,sky is clear
1515312000,2018-01-07 08:00:00 +0000 UTC,-13.83,10000,-20.83,1033,57,6.7,0,800,Clear,sky is clear
1515315600,2018-01-07 09:00:00 +0000 UTC,-13.82,10000,-20.82,1034,57,7.7,0,800,Clear,sky is clear
1515319200,2018-01-07 10:00:00 +0000 UTC,-14.29,10000,-21.29,1035,58,7.2,0,800,Clear,sky is clear
1515322800,2018-01-07 11:00:00 +0000 UTC,-14.33,10000,-21.33,1035,59,7.2,0,800,Clear,sky is clear
1515326400,2018-01-07 12:00:00 +0000 UTC,-14.46,10000,-21.46,1036,60,5.7,0,800,Clear,sky is clear
1515330000,2018-01-07 13:00:00 +0000 UTC,-13.99,10000,-20.99,1036,60,6.2,0,800,Clear,sky is clear
1515333600,2018-01-07 14:00:00 +0000 UTC,-13.86,10000,-20.86,1037,52,5.14,0,800,Clear,sky is clear
1515337200,2018-01-07 15:00:00 +0000 UTC,-13.08,10000,-20.08,1038,49,5.1,0,800,Clear,sky is clear
1515340800,2018-01-07 16:00:00 +0000 UTC,-11.36,10000,-18.34,1037,51,4.1,0,800,Clear,sky is clear
1515344400,2018-01-07 17:00:00 +0000 UTC,-11,10000,-15.44,1036,43,2.1,0,800,Clear,sky is clear
1515348000,2018-01-07 18:00:00 +0000 UTC,-10.04,10000,-15.68,1035,40,3.1,0,800,Clear,sky is clear
1515351600,2018-01-07 19:00:00 +0000 UTC,-8.98,10000,-15.83,1034,38,4.6,0,800,Clear,sky is clear
1515355200,2018-01-07 20:00:00 +0000 UTC,-8.05,10000,-14.28,1033,38,4.12,0,800,Clear,sky is clear
1515358800,2018-01-07 21:00:00 +0000 UTC,-7.96,10000,-14.96,1033,41,5.14,0,800,Clear,sky is clear
1515362400,2018-01-07 22:00:00 +0000 UTC,-7.74,10000,-14.32,1033,41,4.63,0,800,Clear,sky is clear
1515366000,2018-01-07 23:00:00 +0000 UTC,-7.77,10000,-14.77,1032,48,6.2,0,800,Clear,sky is clear
1515369600,2018-01-08 00:00:00 +0000 UTC,-7.74,10000,-14.74,1032,41,5.7,0,800,Clear,sky is clear
1515373200,2018-01-08 01:00:00 +0000 UTC,-7.66,10000,-14.66,1032,41,7.2,100,804,Clouds,overcast clouds
1515376800,2018-01-08 02:00:00 +0000 UTC,-7.35,10000,-14.35,1031,48,6.2,100,804,Clouds,overcast clouds
1515380400,2018-01-08 03:00:00 +0000 UTC,-7.79,10000,-14.79,1031,53,6.7,75,803,Clouds,broken clouds
1515384000,2018-01-08 04:00:00 +0000 UTC,-7.91,10000,-14.91,1030,55,7.7,75,803,Clouds,broken clouds
1515387600,2018-01-08 05:00:00 +0000 UTC,-7.76,10000,-14.76,1029,58,7.2,100,804,Clouds,overcast clouds
1515391200,2018-01-08 06:00:00 +0000 UTC,-7.48,10000,-14.48,1029,58,6.7,100,804,Clouds,overcast clouds
1515394800,2018-01-08 07:00:00 +0000 UTC,-7.1,10000,-14.1,1028,57,6.7,100,804,Clouds,overcast clouds
1515398400,2018-01-08 08:00:00 +0000 UTC,-6.78,10000,-13.78,1028,56,5.7,100,804,Clouds,overcast clouds
1515402000,2018-01-08 09:00:00 +0000 UTC,-6.68,10000,-13.68,1027,58,6.2,100,804,Clouds,overcast clouds
1515405600,2018-01-08 10:00:00 +0000 UTC,-6.75,10000,-13.75,1027,58,6.2,40,802,Clouds,scattered clouds
1515409200,2018-01-08 11:00:00 +0000 UTC,-6.92,10000,-13.3,1027,60,4.63,0,800,Clear,sky is clear
1515412800,2018-01-08 12:00:00 +0000 UTC,-6.75,10000,-13.06,1026,60,4.6,0,800,Clear,sky is clear
1515416400,2018-01-08 13:00:00 +0000 UTC,-6.33,10000,-12.54,1025,59,4.6,0,601,Snow,snow
1515420000,2018-01-08 14:00:00 +0000 UTC,-5.77,10000,-12.59,1025,58,5.7,0,800,Clear,sky is clear
1515423600,2018-01-08 15:00:00 +0000 UTC,-4.91,10000,-11.5,1025,55,5.7,0,600,Snow,light snow
1515427200,2018-01-08 16:00:00 +0000 UTC,-4.24,10000,-10.66,1024,49,5.7,0,800,Clear,sky is clear
1515430800,2018-01-08 17:00:00 +0000 UTC,-3.31,10000,-10.31,1022,47,8.8,100,804,Clouds,overcast clouds
1515434400,2018-01-08 18:00:00 +0000 UTC,-2.95,10000,-8.69,1021,49,5.14,75,803,Clouds,broken clouds
1515438000,2018-01-08 19:00:00 +0000 UTC,-1.8,10000,-7.84,1020,51,6.2,40,802,Clouds,scattered clouds
1515441600,2018-01-08 20:00:00 +0000 UTC,-0.81,10000,-6.82,1019,50,6.7,100,600,Snow,light snow
1515445200,2018-01-08 21:00:00 +0000 UTC,-0.8,10000,-5.35,1019,57,4.12,100,600,Snow,light snow
1515448800,2018-01-08 22:00:00 +0000 UTC,-1.37,10000,-6.69,1019,68,5.1,100,600,Snow,light snow
1515452400,2018-01-08 23:00:00 +0000 UTC,-1.41,10000,-7.34,1020,70,6.2,100,600,Snow,light snow
1515456000,2018-01-09 00:00:00 +0000 UTC,-1.15,10000,-7.01,1019,71,6.2,100,600,Snow,light snow
1515459600,2018-01-09 01:00:00 +0000 UTC,-0.87,10000,-7.54,1019,70,8.2,100,600,Snow,light snow
1515463200,2018-01-09 02:00:00 +0000 UTC,-0.8,10000,-7.46,1018,72,8.23,100,600,Snow,light snow
1515466800,2018-01-09 03:00:00 +0000 UTC,-0.71,10000,-6.2,1018,71,5.7,100,804,Clouds,overcast clouds
1515470400,2018-01-09 04:00:00 +0000 UTC,-0.66,10000,-6.13,1018,71,5.7,100,804,Clouds,overcast clouds
1515474000,2018-01-09 05:00:00 +0000 UTC,-0.62,10000,-5.75,1018,71,5.1,100,804,Clouds,overcast clouds
1515477600,2018-01-09 06:00:00 +0000 UTC,-0.59,10000,-6.04,1017,72,5.7,100,804,Clouds,overcast clouds
1515481200,2018-01-09 07:00:00 +0000 UTC,-0.88,10000,-6.41,1018,71,5.7,40,802,Clouds,scattered clouds
1515484800,2018-01-09 08:00:00 +0000 UTC,-0.97,10000,-6.52,1018,75,5.7,20,801,Clouds,few clouds
1515488400,2018-01-09 09:00:00 +0000 UTC,-0.81,10000,-7.26,1018,72,7.7,20,801,Clouds,few clouds
1515492000,2018-01-09 10:00:00 +0000 UTC,-0.73,10000,-7.15,1018,73,7.7,20,801,Clouds,few clouds
1515495600,2018-01-09 11:00:00 +0000 UTC,-0.71,10000,-6.92,1019,74,7.2,0,800,Clear,sky is clear
1515499200,2018-01-09 12:00:00 +0000 UTC,-0.76,10000,-6.98,1020,74,7.2,0,800,Clear,sky is clear
1515502800,2018-01-09 13:00:00 +0000 UTC,-0.42,10000,-6.75,1021,75,7.7,0,800,Clear,sky is clear
1515506400,2018-01-09 14:00:00 +0000 UTC,0.88,10000,-5.47,1022,72,8.8,0,800,Clear,sky is clear
1515510000,2018-01-09 15:00:00 +0000 UTC,3.04,10000,-2.28,1022,62,7.72,0,800,Clear,sky is clear
1515513600,2018-01-09 16:00:00 +0000 UTC,4.42,10000,-0.65,1022,54,8.2,0,800,Clear,sky is clear
1515517200,2018-01-09 17:00:00 +0000 UTC,5.71,10000,0.58,1021,45,9.8,0,800,Clear,sky is clear
1515520800,2018-01-09 18:00:00 +0000 UTC,5.96,10000,0.91,1021,40,9.8,0,800,Clear,sky is clear
1515524400,2018-01-09 19:00:00 +0000 UTC,5.76,10000,0.65,1022,40,9.8,0,800,Clear,sky is clear
1515528000,2018-01-09 20:00:00 +0000 UTC,6.11,10000,1.38,1022,39,8.8,0,800,Clear,sky is clear
1515531600,2018-01-09 21:00:00 +0000 UTC,6.01,10000,1.11,1023,40,9.3,0,800,Clear,sky is clear
1515535200,2018-01-09 22:00:00 +0000 UTC,5.3,10000,0.83,1024,45,7.2,0,800,Clear,sky is clear
1515538800,2018-01-09 23:00:00 +0000 UTC,4.41,10000,-0.13,1025,46,6.7,0,500,Rain,light rain
1515542400,2018-01-10 00:00:00 +0000 UTC,3.96,10000,-0.29,1026,50,5.7,0,800,Clear,sky is clear
